iter	Logloss
272	0.4117310301
273	0.4108768858
274	0.4103986924
275	0.4100417055
276	0.4095398305
277	0.4088673943
278	0.4081465748
279	0.4075598502
280	0.4070545709
281	0.406739317
282	0.4064489134
283	0.4059916774
284	0.4056177784
285	0.4052665312
286	0.4050395821
287	0.4045434018
288	0.4039840425
289	0.403157328
290	0.4026274271
291	0.4017881155
292	0.4012185472
293	0.4006660356
294	0.4002106581
295	0.3997597558
296	0.3992285553
297	0.3987885831
298	0.3980891548
299	0.3972848947
300	0.3967476008
301	0.3963269816
302	0.395635984
303	0.3951783161
304	0.3948260116
305	0.3944137819
306	0.3937603607
307	0.3930397327
308	0.3923925806
309	0.3919296362
310	0.3915772497
311	0.3912243355
312	0.3908906315
313	0.3905426596
314	0.3900270833
315	0.389692799
316	0.3892122038
317	0.3887175439
318	0.3883415011
319	0.3881028031
320	0.3877498126
321	0.3874428683
322	0.3870096988
323	0.3866187901
324	0.386202265
325	0.3859245836
326	0.3855615698
327	0.3850115459
328	0.3842026582
329	0.3840051186
330	0.3833116899
331	0.3828084058
332	0.3825419496
333	0.3821349164
334	0.3817674684
335	0.3812071515
336	0.3807353817
337	0.3804255939
338	0.3800983019
339	0.3795950608
340	0.3793139125
341	0.3786112598
342	0.3782817223
343	0.3778199837
344	0.3773767088
345	0.3768137693
346	0.3764876831
347	0.3757736878
348	0.3750199412
349	0.3748236093
350	0.3742701167
351	0.3736614282
352	0.3731319064
353	0.3727817985
354	0.3721578043
355	0.3718669375
356	0.3714658784
357	0.3711298235
358	0.3705759088
359	0.3699839135
360	0.3697008031
361	0.369242973
362	0.3688026901
363	0.3682501062
364	0.3680577337
365	0.3679382332
366	0.3675128163
367	0.3671202562
368	0.3665425719
369	0.3662679743
370	0.3657201353
371	0.3652836104
372	0.3645396233
373	0.3643142513
374	0.3638402478
375	0.3630701616
376	0.3623707021
377	0.3621907899
378	0.3618104595
379	0.3613381992
380	0.3609902937
381	0.3609288579
382	0.3605287525
383	0.3601624379
384	0.3595390906
385	0.3590954034
386	0.3586832422
387	0.3585042758
388	0.3582678291
389	0.3579862802
390	0.3575288214
391	0.3572088793
392	0.3567895381
393	0.3562767701
394	0.3558354788
395	0.3556539172
396	0.3550805147
397	0.3546072381
398	0.3542179866
399	0.3535601037
400	0.3531473953
401	0.3528628486
402	0.3524894812
403	0.3519629963
404	0.3516119621
405	0.3511175543
406	0.3508044872
407	0.3503593109
408	0.3499140055
409	0.3495789825
410	0.3493058681
411	0.3490560152
412	0.348722624
413	0.3486893978
414	0.3484253805
415	0.3479670618
416	0.3477258897
417	0.3474153612
418	0.3470679522
419	0.3467683304
420	0.3462695489
421	0.3460857399
422	0.3456308764
423	0.3453399314
424	0.3449155522
425	0.3444988219
426	0.3442922186
427	0.3437968727
428	0.3434741829
429	0.3433069968
430	0.342827494
431	0.3425276319
432	0.3421352633
433	0.3418012897
434	0.3416100838
435	0.3413793963
436	0.341059075
437	0.3407626816
438	0.340571425
439	0.3403309486
440	0.339598257
441	0.3390543461
442	0.3385796195
443	0.338334533
444	0.3378813833
445	0.3375265501
446	0.3370764979
447	0.3368297112
448	0.3365583967
449	0.3363126125
450	0.3357461066
451	0.3354016034
452	0.3350023813
453	0.334804277
454	0.3343982013
455	0.3341359916
456	0.3339708946
457	0.3337067014
458	0.3332915091
459	0.3329431424
460	0.3324907393
461	0.3321315011
462	0.3318236519
463	0.3314756976
464	0.3311711902
465	0.3307946803
466	0.3303041869
467	0.3301204111
468	0.3300144301
469	0.3296896297
470	0.3295155881
471	0.3292434958
472	0.3288949572
473	0.3284559641
474	0.3282584323
475	0.3280413757
476	0.3274543676
477	0.327102882
478	0.3267594556
479	0.326515399
480	0.326253121
481	0.3260076339
482	0.3257912378
483	0.3254425897
484	0.3251344063
485	0.3247733546
486	0.324432633
487	0.3242168661
488	0.323864972
489	0.3236606649
490	0.3233176411
491	0.3229509983
492	0.3226427074
493	0.32232846
494	0.3219930539
495	0.3216578081
496	0.321413304
497	0.3211505804
498	0.3209415186
499	0.3207461678
500	0.3204335795
501	0.320318181
502	0.3198034529
503	0.3195498087
504	0.3192289599
505	0.3189468521
506	0.3188009321
507	0.3184269882
508	0.3181568795
509	0.3179630842
510	0.3175621463
511	0.3172737927
512	0.3170353331
513	0.3166075984
514	0.3162611918
515	0.3159914232
516	0.3157353382
517	0.3152352532
518	0.3149621506
519	0.3147574878
520	0.3144722434
521	0.3142675689
522	0.3141409608
523	0.313923568
524	0.313778078
525	0.3135447131
526	0.3131648888
527	0.3128689019
528	0.3126273976
529	0.3124925328
530	0.3122585152
531	0.311770187
532	0.3115648481
533	0.311220171
534	0.3108555919
535	0.310639057
536	0.3104168489
537	0.3101857764
538	0.3099203344
539	0.3095434416
540	0.3092009709
541	0.3087854385
542	0.3082195794
543	0.3079342627
544	0.3076037247
545	0.3074148073
546	0.3071064519
547	0.30688774
548	0.3067065028
549	0.3065797872
550	0.3063352675
551	0.3061537899
552	0.3057355275
553	0.3053875224
554	0.3052880256
555	0.3050467948
556	0.304699718
557	0.3044121324
558	0.3042692747
559	0.3040034693
560	0.3037694399
561	0.3034530331
562	0.3032791087
563	0.3030471352
564	0.3026118376
565	0.3024364124
566	0.3021154286
567	0.3019610761
568	0.3015482426
569	0.3012768753
570	0.301084364
571	0.3008485016
572	0.3005735913
573	0.3000613588
574	0.2996493168
575	0.2993908964
576	0.2989781157
577	0.2987947249
578	0.2984785604
579	0.298236501
580	0.2979995305
581	0.2977930659
582	0.2975048902
583	0.2973039072
584	0.2972075372
585	0.2969508914
586	0.2964806752
587	0.2961455974
588	0.2958027926
589	0.2955247985
590	0.295252286
591	0.2948457569
592	0.2946447994
593	0.2942607325
594	0.2939863264
595	0.2939085335
596	0.2937596978
597	0.2936641779
598	0.293401681
599	0.2930160644
600	0.2927964672
601	0.2926009346
602	0.2923982358
603	0.2921307751
604	0.2918470336
605	0.2916320015
606	0.291389094
607	0.2912812937
608	0.2911654887
609	0.2911001757
610	0.2909742437
611	0.2906409932
612	0.2903998328
613	0.2903073459
614	0.290081585
615	0.2899159076
616	0.2896105559
617	0.2891883967
618	0.2888660353
619	0.2887305764
620	0.2882888708
621	0.2880847063
622	0.2877258258
623	0.2874193016
624	0.2871624055
625	0.2869886707
626	0.2868015199
627	0.2866576128
628	0.2864304097
629	0.2861569436
630	0.2860334955
631	0.2856433743
632	0.2854581172
633	0.2853012828
634	0.2851147437
635	0.2847888567
636	0.284550403
637	0.2842878846
638	0.2840376018
639	0.2838555535
640	0.2836920062
641	0.2834231834
642	0.2832596771
643	0.2831244586
644	0.2827307416
645	0.2825152327
646	0.2824499627
647	0.2822160936
648	0.2819806376
649	0.2817615603
650	0.2815056004
651	0.2812172214
652	0.2809960432
653	0.2807465069
654	0.2806540298
655	0.2804909104
656	0.2802803966
657	0.2800748485
658	0.2798663221
659	0.2796019609
660	0.2792599944
661	0.2789897196
662	0.2789186884
663	0.2786574696
664	0.2785137599
665	0.2782493146
666	0.2776254982
667	0.277423159
668	0.2769231796
669	0.2766834869
670	0.2762880951
671	0.2761624876
672	0.276017148
673	0.2758031321
674	0.2756591156
675	0.2753775999
676	0.2751812251
677	0.2750535363
678	0.2748273494
679	0.2747001394
680	0.2744593757
681	0.274206736
682	0.2739776471
683	0.2737219685
684	0.273440318
685	0.273077357
686	0.2729164557
687	0.2728160209
688	0.2727079821
689	0.2726018468
690	0.2723106947
691	0.2722241273
692	0.2720367322
693	0.2717867562
694	0.2715381716
695	0.2713475149
696	0.2711457796
697	0.2708860362
698	0.2707232628
699	0.2705899633
700	0.2703876691
701	0.2702223317
702	0.2700531307
703	0.2698623196
704	0.2695061437
705	0.2693156493
706	0.2691587659
707	0.2690304733
708	0.2688990597
709	0.268668888
710	0.2683085946
711	0.2679502221
712	0.2678251735
713	0.2676551518
714	0.2673046784
715	0.26692529
716	0.2667940875
717	0.26661141
718	0.2664793652
719	0.2660068879
720	0.2658007028
721	0.2656938013
722	0.2655252003
723	0.2654616383
724	0.264964389
725	0.2647727493
726	0.2646767272
727	0.2643334377
728	0.2641585088
729	0.2639118843
730	0.2637114525
731	0.2636042833
732	0.2633468773
733	0.2631348958
734	0.2628213695
735	0.2626700382
736	0.2625244309
737	0.2624021827
738	0.2622872728
739	0.2621000634
740	0.261973043
741	0.2619170576
742	0.2617462033
743	0.261556043
744	0.2613393381
745	0.2610834075
746	0.2608812852
747	0.2606655535
748	0.2605622088
749	0.260363739
750	0.2601838581
751	0.2598782797
752	0.2595350137
753	0.2593823378
754	0.2592780922
755	0.259115481
756	0.2589719335
757	0.2587843977
758	0.2586242332
759	0.258346157
760	0.2582011848
761	0.2580209032
762	0.2578701641
763	0.2576761422
764	0.2575625142
765	0.2574045873
766	0.2573129584
767	0.2571852813
768	0.2570280951
769	0.2568290703
770	0.2566401138
771	0.2564550384
772	0.2562222149
773	0.2560516205
774	0.2558737016
775	0.2556785111
776	0.2555521277
777	0.2553873785
778	0.2551759306
779	0.2547557022
780	0.2546203332
781	0.2544707509
782	0.2543006158
783	0.2540659865
784	0.2538946613
785	0.2537065275
786	0.2536600418
787	0.253419966
788	0.2531284328
789	0.2530418967
790	0.2529531874
791	0.252807285
792	0.2527068932
793	0.2525201665
794	0.2522235171
795	0.2521122674
796	0.2519839318
797	0.2518981734
798	0.2517348899
799	0.2516257196
800	0.2512799795
801	0.251148177
802	0.2510057551
803	0.2507583587
804	0.250644035
805	0.2503476671
806	0.2500181159
807	0.249790477
808	0.2494719048
809	0.2493055219
810	0.249165406
811	0.2490048663
812	0.2488744982
813	0.2487411831
814	0.2486423195
815	0.2484174928
816	0.248284209
817	0.2481787048
818	0.2479713549
819	0.2478346297
820	0.2474642875
821	0.2472786376
822	0.2471452482
823	0.2469577047
824	0.2467402767
825	0.2465665204
826	0.2464161701
827	0.246327367
828	0.2461868231
829	0.2461030425
830	0.2459850214
831	0.245725661
832	0.245530406
833	0.245396276
834	0.2453030602
835	0.2450569575
836	0.2448693103
837	0.2445220556
838	0.2442353338
839	0.2441123841
840	0.2438775047
841	0.2437369608
842	0.2436780597
843	0.2435028631
844	0.2433102248
845	0.2429764466
846	0.2427391498
847	0.2424715542
848	0.2423572833
849	0.242149185
850	0.2417858644
851	0.2415344559
852	0.2413438305
853	0.241080163
854	0.240905791
855	0.2405606782
856	0.240402976
857	0.2402168805
858	0.2400683868
859	0.239828356
860	0.2396408085
861	0.2395026684
862	0.2393835842
863	0.2391406415
864	0.2390323311
865	0.2388731925
866	0.2387735492
867	0.2386853734
868	0.2385832052
869	0.2385183788
870	0.2383950421
871	0.2382314909
872	0.238039943
873	0.2379597406
874	0.2377315857
875	0.2376291908
876	0.2374598706
877	0.2372577229
878	0.2370402383
879	0.2367153715
880	0.236479939
881	0.2363835984
882	0.2361354242
883	0.2359997366
884	0.2359129796
885	0.2358773302
886	0.2357560924
887	0.235628898
888	0.2355389165
889	0.2353406226
890	0.2351639036
891	0.2349564599
892	0.2347221844
893	0.2346351811
894	0.2345309023
895	0.2342914831
896	0.2340817803
897	0.2338577802
898	0.2337578086
899	0.2336185174
900	0.2333906791
901	0.2330202236
902	0.2328550542
903	0.2327332731
904	0.2323473633
905	0.232227556
906	0.2320373527
907	0.2318708232
908	0.2316998107
909	0.2315878125
910	0.2314123912
911	0.2312139566
912	0.2310305971
913	0.2307725461
914	0.2304896292
915	0.2302688732
916	0.2301878499
917	0.2300701689
918	0.2299028107
919	0.2298273806
920	0.2296888633
921	0.2295257967
922	0.2294197278
923	0.2292689495
924	0.2291665234
925	0.2290263215
926	0.2289053768
927	0.2286368159
928	0.228421989
929	0.2282523718
930	0.2280583186
931	0.227943053
932	0.2278590202
933	0.2276717522
934	0.2275501666
935	0.2274718089
936	0.2273072962
937	0.2270705075
938	0.2269483785
939	0.2267691972
940	0.2265527405
941	0.2263351112
942	0.2262891121
943	0.226135547
944	0.226016283
945	0.2259290257
946	0.2256925223
947	0.2255643704
948	0.2254539083
949	0.2252505021
950	0.2251658752
951	0.2250464588
952	0.2249395066
953	0.2247739385
954	0.224680924
955	0.2246234026
956	0.2244745043
957	0.2242415889
958	0.2241471556
959	0.2240404145
960	0.2239356354
961	0.2238044778
962	0.2235959905
963	0.2232911196
964	0.2232135827
965	0.2230831443
966	0.2228844674
967	0.2226923763
968	0.2224903498
969	0.2222753236
970	0.2221896218
971	0.2220777644
972	0.2219366558
973	0.2218288203
974	0.2216898965
975	0.221468218
976	0.2213329643
977	0.2211676543
978	0.2209421768
979	0.220829479
980	0.2206636179
981	0.2204537274
982	0.220375573
983	0.2202999435
984	0.2201860537
985	0.2200284278
986	0.2199928096
987	0.2197915687
988	0.2197493452
989	0.2196013185
990	0.2193897669
991	0.2192625179
992	0.2191436564
993	0.2190623987
994	0.2189012981
995	0.2187788956
996	0.2186963597
997	0.2186200541
998	0.2184968034
999	0.2181403481
